Name,Age,Employment_Years,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Past_Defaults,Has_Criminal_Record,Loan_Approved
Joann Miller,59,17,134218.48,422,11297.28,Personal,2,1,0
Angela Thomas,32,5,49128.1,577,47121.47,Home,0,0,0
Bianca Hicks,27,2,36459.69,546,22961.11,Business,0,1,0
Roberto Blevins,49,11,47095.61,418,9133.51,Home,0,0,0
Sara Murphy DDS,39,17,78683.48,339,25931.97,Personal,2,1,0
Allen Harmon,51,24,39195.63,707,48749.04,Car,3,0,0
Steven Collins,57,12,61370.07,747,40608.46,Business,2,0,0
Marissa Rodriguez,27,7,65464.76,602,19531.49,Education,4,0,0
Kimberly Thompson,52,19,131785.75,499,9946.88,Car,0,1,0
Brianna Gay,31,1,83882.44,578,27537.17,Personal,0,0,0
Amy Norris,40,14,53076.83,446,33752.45,Personal,3,1,0
Jason Walton,35,2,99988.32,813,37796.22,Car,4,1,0
Suzanne Rodriguez,45,19,28886.97,389,24703.13,Business,1,0,0
David Le,62,16,67916.16,675,10795.74,Education,0,0,0
Eric Olson,24,4,65762.46,723,5196.43,Personal,4,1,0
Michael Cowan,34,9,108592.07,812,48784.74,Home,2,1,0
Andrew David,45,18,145476.21,610,43785.42,Business,2,1,0
Douglas Foster,52,18,139243.73,587,34337.6,Car,2,0,1
Ms. Cindy Sanders,56,29,78583.81,841,17564.59,Business,5,1,0
William Kennedy,40,8,82150.53,604,40974.88,Business,1,1,0
Lauren Barber,54,5,25857.75,599,40189.02,Home,0,1,0
Brooke Wells,30,10,108902.59,443,11166.94,Business,5,0,0
Daniel Romero,34,10,52334.67,456,20159.69,Business,3,0,0
David Briggs,59,18,130720.7,530,48211.8,Car,3,0,0
Dylan Martinez,47,17,132991.49,427,29069.07,Personal,2,1,0
Kristin Cooper,35,7,83790.97,452,16987.51,Home,0,1,0
Shawn Barrett,25,4,44883.46,405,12330.82,Car,5,1,0
Christopher Hicks,34,2,104044.33,575,18627.5,Home,2,0,0
Elizabeth Ayala,35,4,95888.49,570,27421.17,Business,0,1,0
Sarah Wilson,46,11,31734.41,478,26021.08,Education,2,0,0
Nathan Cobb,63,34,33619.9,597,20545.05,Home,1,0,0
Nicole Gonzalez,40,11,66336.36,673,36433.29,Business,0,1,0
Mrs. Amy Rodriguez DVM,65,20,56377.82,499,28743.68,Education,4,0,0
Christian Rodriguez,49,17,116211.58,636,13484.25,Personal,4,1,0
Erin Dawson,30,4,60013.7,786,44710.79,Car,4,1,0
Gregory Lambert,45,5,26090.1,633,14963.38,Education,0,0,0
Mary Baldwin,27,3,34966.41,597,23619.3,Education,3,0,0
Nicole Robertson,45,4,101784.16,718,9803.52,Business,2,1,0
Tina Flores,48,14,77181.3,628,14660.62,Education,0,1,0
Jordan Hall,54,16,32231.33,471,46094.91,Business,2,1,0
Michael Peterson,30,6,61238.04,747,26401.85,Personal,3,1,0
Jerry Garcia,53,5,116724.04,709,32263.63,Car,1,0,1
Kara Riley,32,10,128753.62,427,36463.53,Business,4,1,0
Sharon Anderson,45,25,143274.37,310,47817.06,Home,2,0,0
Jennifer Perez,34,5,47498.65,840,19493.31,Education,5,1,0
Louis Mckenzie,63,38,101959.2,579,42171.58,Personal,5,1,0
Julian Moore,61,31,80414.09,352,22579.07,Personal,1,1,0
Kenneth Nelson,24,0,37199.14,844,49656.79,Car,2,0,0
Tony Gonzalez,29,8,51959.22,436,19328.3,Home,3,1,0
Andrea Best,43,4,92132.81,368,9765.14,Car,0,0,0
Rodney Collier,29,6,87942.12,714,16764.39,Car,3,0,0
Patricia Cox,23,3,91456.27,841,15535.19,Business,2,1,0
Mrs. Julie Patterson,62,3,55809.94,444,12050.19,Personal,4,0,0
Garrett Reese,61,30,25783.7,467,7680.17,Home,0,1,0
David Lin,49,24,53677.0,506,42967.76,Car,5,1,0
Nina Cohen,25,4,56709.36,607,21866.69,Education,5,0,0
Paula Crawford,63,43,76424.59,849,31633.17,Car,0,1,1
Christopher Edwards,64,31,120358.74,763,32898.48,Home,5,1,0
Ryan Hodges,38,7,24993.67,524,37638.35,Personal,1,1,0
Katelyn Green,49,25,105914.72,571,21132.44,Personal,5,1,0
Dr. Lauren Burns PhD,37,16,134097.67,392,29738.49,Car,2,1,0
Frank Mullen,55,18,116146.12,672,26796.47,Business,5,1,0
Javier Kim,53,13,42475.32,553,23878.73,Home,2,0,0
Dwayne Barber,34,0,100831.78,756,31784.72,Car,5,0,0
Tamara Moore,47,11,71627.76,656,31073.56,Education,4,1,0
Shannon Murphy,48,22,133177.82,531,28411.97,Home,3,1,0
Katherine Hoffman,55,8,50430.03,715,40040.38,Education,4,0,0
Kimberly Baker,65,37,118709.99,562,20679.5,Car,1,0,1
Stephanie Lindsey,42,7,97177.77,420,5851.47,Home,2,0,0
Gavin Martin,51,27,149618.08,763,18988.27,Education,3,0,1
Tiffany Bridges,37,6,40822.77,301,45034.22,Home,0,0,0
Christy Flores,54,11,106677.91,438,11282.63,Education,5,1,0
Angela Woodward,60,4,77207.95,348,39798.18,Personal,5,0,0
Brenda Robinson,29,7,47345.57,471,5835.72,Home,2,0,0
Sharon Phillips,30,8,97477.12,603,44014.9,Personal,5,0,0
Debra Kline,45,16,71278.8,407,27036.89,Education,3,0,0
Hailey Hancock,22,0,31330.7,590,14805.64,Personal,4,0,0
Tammy Jackson,47,21,103794.61,497,16958.83,Home,5,0,0
Jennifer Valencia,30,1,128082.51,611,24573.31,Education,2,0,0
Miguel Ellis,58,38,148102.93,314,18296.79,Car,4,0,0
Jeff Moore,55,23,42273.12,750,24093.05,Personal,0,0,0
Timothy Holloway,33,11,65783.77,432,40722.92,Personal,5,1,0
Bethany Hernandez,62,22,125679.51,601,44779.35,Personal,0,0,1
Jeffrey Torres,43,18,144641.63,317,44368.17,Personal,1,0,0
Michael Sanders,65,5,76259.25,782,12170.6,Car,2,0,0
Caitlin Patel,64,28,84255.9,443,39270.95,Home,5,1,0
Danielle Jordan,48,26,102572.75,534,37629.67,Business,3,0,0
Roy Jones,32,6,144137.03,698,31615.91,Personal,3,1,0
Isabel Wallace,42,18,59583.69,336,18394.51,Business,4,1,0
Sheila Fisher,49,29,102347.4,689,30277.37,Education,4,1,0
Mark Morris,43,22,73644.77,718,26086.66,Education,4,1,0
David Phillips,27,0,26290.97,510,13413.38,Home,5,0,0
Tami Franco,37,2,61124.21,535,46395.16,Education,0,1,0
Philip Watkins,58,24,131604.01,319,40624.53,Education,4,0,0
Robin Ortiz,51,4,91868.05,322,30786.91,Car,0,1,0
Brandon Swanson,65,43,30082.78,702,28386.66,Home,4,0,0
Caitlin Hanson,43,2,110799.86,742,49763.23,Car,4,0,0
Erin Moore,63,16,62758.79,365,18943.55,Business,4,0,0
Dana Hardy,47,17,144962.07,764,23882.14,Home,3,0,1
Ricky Howard,33,2,115253.23,790,16292.81,Business,0,0,1
Ashley Rice,35,7,87509.23,407,7410.35,Car,0,1,0
Crystal Williams,43,2,92613.55,439,28095.08,Personal,5,1,0
Christine Duncan,33,5,41030.07,781,27954.08,Personal,5,0,0
Jessica Padilla,37,10,25514.96,587,23350.9,Car,5,0,0
Rhonda Jacobs,58,1,127660.81,713,15229.5,Home,5,1,0
Jessica Howe DDS,44,18,91404.03,658,40275.39,Personal,4,0,0
Fred Davies,59,10,67333.56,779,36941.93,Education,1,1,0
Casey Greer,24,3,44569.29,638,7866.04,Car,1,1,0
Kevin Campbell,46,5,132300.1,601,24070.99,Car,0,0,1
Joseph Perry,28,1,59739.06,431,32081.44,Personal,2,1,0
Ronald Blair,48,19,123597.46,726,38289.9,Home,0,1,1
Megan Santos,45,9,112933.9,498,30467.32,Home,1,1,0
Emily Martinez,25,4,43311.08,530,48639.89,Car,0,0,0
Donna Lawson,45,9,141388.73,591,41844.55,Personal,0,1,0
Michael Richardson,22,2,49427.16,458,43116.42,Personal,1,1,0
Leslie Banks,36,15,142841.49,691,32458.04,Education,2,1,0
John Hunt,21,1,37208.21,438,24636.26,Car,0,0,0
Cheyenne Norman,44,8,97695.05,317,12549.07,Car,2,1,0
Steven Graves,31,11,112824.13,615,12366.75,Education,2,0,0
Jodi Smith,52,5,78695.88,797,32682.26,Home,3,1,0
Michele Murray,29,4,145107.33,816,36989.69,Business,3,0,1
Phillip Martin,52,29,117359.91,698,40406.73,Car,3,1,0
Jose Hawkins,55,12,40696.6,606,25870.79,Personal,2,1,0
Daniel Bishop,54,21,77083.23,503,47196.37,Business,5,1,0
Kimberly Ellis,55,21,68861.96,320,12559.5,Car,3,1,0
Kimberly Wade,28,1,85760.15,638,35716.22,Car,2,1,0
Victoria Mitchell,28,4,42526.56,554,15769.62,Personal,4,1,0
Dr. Jerry Smith,26,1,82855.47,410,36392.9,Car,2,1,0
Michael Larson,52,17,91026.83,652,24303.79,Car,5,1,0
Nancy Turner,37,14,41686.14,434,43813.87,Car,1,1,0
Zachary Lee Jr.,52,24,33962.65,773,13570.01,Car,5,1,0
Corey Goodman,33,5,97339.09,755,49983.86,Education,5,0,0
Taylor Knox,56,26,55676.98,808,46313.54,Education,2,0,0
Monique Myers,51,18,87475.76,604,27338.5,Car,2,0,0
William Huffman,63,1,108581.18,716,49727.62,Education,1,0,0
Erin Smith,64,40,95284.58,792,40613.49,Education,5,0,1
Brian Nixon,38,10,93026.92,630,13462.08,Car,3,0,0
Daniel Gonzalez,65,40,83899.72,550,24359.63,Home,4,0,0
Justin Gilbert,33,2,68816.44,336,17907.33,Education,2,0,0
Allen Diaz,47,4,89311.89,695,43092.4,Car,4,0,0
David Wright,45,11,92743.28,591,49418.35,Education,4,1,0
Mariah Gibson,53,26,104047.96,767,44044.85,Education,3,0,1
Amber Joseph,34,4,82303.0,558,18511.66,Home,0,0,0
Amanda Martin,50,6,86583.41,509,36684.82,Car,0,0,0
Christopher Bender,45,11,133056.39,765,43994.32,Personal,3,1,0
Bruce Brown,21,1,61148.35,784,16725.81,Personal,0,1,0
Heidi Taylor,40,12,122332.65,535,26802.48,Home,4,1,0
Joseph Price,47,5,38576.75,671,24144.48,Education,0,1,0
Kevin Williams,43,8,46907.7,501,43200.81,Education,2,1,0
Robert Flores,60,35,69592.84,677,38313.98,Car,0,0,1
Michelle Galloway,43,20,25459.11,721,5118.42,Car,3,1,0
Lisa Johnson,52,5,46145.04,564,13619.87,Education,0,1,0
Anthony Alexander,55,10,80622.32,321,12505.59,Car,1,0,0
Michael Duffy,30,2,146525.05,768,19969.55,Car,1,0,1
Joshua Pope,47,26,49550.14,797,24472.35,Education,4,0,0
Brittany Chung,59,13,62984.43,348,28836.06,Home,0,1,0
Christopher Lawrence,56,2,86864.33,445,14869.69,Personal,2,0,0
Ronald Jimenez,34,6,127589.64,850,20740.74,Business,0,0,1
Mr. Evan Lewis,25,2,109916.3,814,38136.67,Education,1,0,1
Anthony Bell,28,4,33523.31,493,37003.81,Business,0,0,0
Karen Kennedy,54,12,93281.65,330,28435.29,Business,3,0,0
Kenneth Harrington,39,5,30830.16,625,15725.3,Home,1,1,0
Jennifer Gregory,36,10,30159.47,493,40451.99,Personal,2,1,0
Judy Smith,44,9,118085.26,523,11749.01,Education,5,0,0
Sara Hudson PhD,36,6,46695.18,347,14613.15,Car,2,0,0
Mitchell Carroll MD,34,13,61166.22,793,6040.12,Business,1,0,0
Sandra Manning,49,23,66178.28,644,35279.84,Education,3,1,0
Lauren Gonzalez,21,0,31113.11,557,9292.65,Home,4,1,0
Nicole Taylor,62,11,40427.96,573,15639.94,Education,2,0,0
Sherry Walker,38,2,46842.51,390,24076.74,Personal,4,1,0
Christine Bishop,36,15,117101.58,332,38766.02,Car,3,1,0
David Wilson,27,6,36704.28,477,41705.73,Car,2,0,0
Jeremy Norton,52,3,72393.9,820,31454.35,Personal,2,0,0
Dr. Patricia Watson,48,10,70101.72,600,49722.48,Home,4,0,0
Jonathan Chen,43,8,58332.75,315,8568.03,Home,0,0,0
Brandon Daniels,24,4,28405.31,718,24017.17,Car,5,0,0
Timothy Fischer,61,20,105822.17,773,44319.41,Business,2,1,0
Heather Beck,39,12,39785.25,692,18526.13,Personal,1,0,0
Kristi Lane,43,17,31626.68,458,9662.48,Business,0,0,0
Anthony Mcgee,62,17,84889.81,343,48323.96,Personal,5,0,0
Joshua Lowery,30,3,34092.58,784,7688.85,Business,4,0,0
Emily Harrell,65,32,86030.25,630,20530.17,Personal,3,1,0
Mr. Michael Carter,53,14,44171.5,598,12994.5,Car,0,1,0
Julie Dixon,38,5,65911.39,349,44521.53,Education,2,1,0
Michael Wells,48,12,92821.92,393,26905.19,Personal,4,1,0
Lisa Smith,29,9,111384.52,606,31823.88,Personal,0,0,1
Jo Miller,39,9,96292.32,691,5624.36,Car,4,0,0
Mary Banks,39,11,45705.21,783,12872.68,Education,3,0,0
Marcus Weeks,48,27,29228.58,310,11620.73,Personal,3,0,0
Marcus Ochoa,31,11,72745.51,696,9359.13,Personal,5,0,0
Anthony Dominguez,30,3,140951.41,410,45600.7,Car,1,1,0
Matthew Potter,61,15,133027.41,483,16255.95,Home,2,0,0
Peter Harmon,41,13,25513.02,383,46160.02,Car,1,1,0
Robert Clark,65,6,116842.72,501,33189.89,Car,1,0,0
John Mccormick,37,2,80552.46,478,42533.58,Education,3,0,0
Lisa Whitehead,25,3,33855.07,577,7380.4,Business,5,1,0
Kenneth Escobar,45,17,28938.88,777,42499.97,Car,3,1,0
Julie Mcgee,39,2,111184.04,642,18793.72,Home,2,0,0
Dr. Angelica Andrews,49,2,69092.68,358,43930.98,Education,4,1,0
Sara Watts,64,43,75170.37,553,48408.36,Personal,2,0,0
Amanda Freeman,37,8,54292.94,482,41818.78,Personal,0,1,0
Brenda Nichols,29,7,125791.09,831,24194.53,Business,1,1,1
Timothy Mccarthy,39,18,78242.91,803,9871.95,Personal,5,0,0
Christine Hopkins,59,10,67603.89,652,26443.18,Personal,3,1,0
Steven Perez,45,20,79972.42,541,5066.21,Home,3,0,0
Kendra Gutierrez,47,1,86614.34,666,33490.47,Car,0,0,0
Daniel Arnold,21,1,102919.65,357,46865.24,Business,5,1,0
Zoe Graham,31,11,51115.96,784,49638.24,Car,1,0,0
Tiffany Grant,24,4,43804.92,529,23094.22,Home,3,1,0
Derek Mathews,48,25,105839.43,674,17467.85,Business,4,0,0
Aaron Fields,45,24,116852.45,555,42448.59,Personal,4,1,0
Jennifer Marshall,57,31,81868.75,673,14856.7,Personal,5,0,0
Marc Rodriguez,60,26,39775.32,740,30956.17,Car,0,1,0
Mary Price,50,22,58340.17,458,45739.35,Education,1,0,0
Alexander Rodriguez,34,3,35702.68,551,41374.52,Business,5,0,0
Christian Williams,43,2,28487.44,688,43467.07,Car,5,0,0
Jennifer Carter,44,17,50721.47,624,7638.46,Car,0,0,0
Christopher Gonzalez,23,2,37719.15,511,28109.63,Personal,4,1,0
Linda King,32,9,23264.53,415,39710.24,Home,2,0,0
Michael Donaldson,58,7,42455.46,599,42804.2,Business,3,1,0
Holly Hall,39,1,33303.56,552,5626.19,Personal,0,1,0
Eric Hughes,40,11,127673.34,327,9046.49,Car,4,0,0
Evan Cox,56,8,121316.03,637,36027.37,Personal,4,1,0
Erin Ellis,38,3,51194.14,459,35168.8,Home,0,0,0
Rachael Wyatt,58,18,66994.2,839,22391.83,Education,1,1,0
Denise Chaney,27,7,51080.03,596,12793.11,Personal,1,0,0
Terry Hernandez,63,40,127840.63,638,49189.77,Home,0,1,1
Stacey Guerra,50,29,148517.64,614,32782.17,Personal,4,1,0
Nicole Harrison,61,36,64273.6,399,48742.57,Home,3,0,0
Richard Kennedy,36,0,146724.8,611,49936.4,Home,4,0,0
Kelli Pittman,58,36,62474.83,672,23931.2,Education,4,0,0
Dennis Hernandez,36,12,56353.86,754,32637.86,Education,4,1,0
Veronica Garrison,53,0,94862.01,347,29183.59,Personal,3,0,0
Anthony Howard,53,29,120964.13,405,38433.83,Car,2,1,0
Jennifer Bartlett,58,5,110087.49,761,36580.37,Education,5,1,0
Jamie Johnson,63,10,115505.72,767,45351.93,Car,5,1,0
Edward Mccann,23,3,59533.84,667,39181.18,Home,0,1,0
Sherry Mcpherson,53,0,49847.24,811,33379.9,Car,2,1,0
Teresa Davis,28,6,50193.0,723,10455.68,Business,2,0,0
Samantha Blake,59,23,61414.16,565,23426.13,Car,3,0,0
Emma Thompson,30,1,120619.84,382,42636.78,Education,1,0,0
Jeremy Walker,41,17,38879.02,614,32144.37,Personal,0,0,0
Christopher Hunt,33,10,43459.77,552,45842.47,Education,4,0,0
Jasmine Moreno,31,4,24855.2,738,45204.28,Education,0,1,0
Ms. Michelle Mendez MD,40,11,65097.41,369,24061.88,Home,4,0,0
Shawn Simmons,46,13,49338.57,729,11407.38,Home,0,1,0
Phillip Nichols,45,7,134238.81,387,23331.16,Business,5,0,0
Dawn Villarreal,64,29,69486.32,826,37941.84,Car,5,1,0
Joseph Jacobson,58,1,115893.3,427,49942.85,Business,3,1,0
Evan Jones,28,8,101957.71,681,6623.46,Education,1,0,0
Bobby Wood,39,16,79064.61,695,6805.08,Personal,0,0,0
Jennifer Thompson MD,25,5,99273.66,473,21159.32,Business,4,0,0
Dr. David Matthews MD,53,0,53557.13,656,42604.94,Personal,1,0,0
Joe Wong,56,11,36613.28,499,41073.47,Education,5,1,0
Kevin Farley,59,30,134747.53,359,46440.26,Personal,3,0,0
Jessica Rodriguez,39,19,72681.04,364,6483.59,Car,2,1,0
Rachel Price PhD,63,8,89846.95,445,30808.79,Home,0,1,0
Amanda Hernandez,54,10,133985.89,502,6376.84,Home,4,0,0
Rachel Stephens,54,29,53823.68,582,14288.78,Home,3,1,0
Patricia Miller,50,7,138753.37,675,29001.12,Home,5,0,0
Laura Hernandez,58,26,21964.48,396,22942.35,Education,3,0,0
Regina Freeman,40,16,45932.55,677,39300.92,Education,3,1,0
Sara Benson,61,11,38619.06,814,22837.58,Car,0,0,0
Julie Johnson,63,4,52178.62,404,9170.93,Business,0,0,0
Julian Barnes,60,7,61362.37,374,37991.34,Business,4,1,0
Marcus Delgado,43,3,139287.41,392,47579.75,Business,3,0,0
Patricia Clark,54,3,115420.0,496,26389.13,Car,3,0,0
Jesus Terry,53,2,31550.58,757,5208.67,Home,0,1,0
Kimberly Rojas,47,5,137711.33,494,31413.66,Home,5,0,0
David Russell,32,6,36110.16,503,27895.09,Business,3,0,0
Cynthia Roman,41,4,95539.97,502,46849.12,Business,4,0,0
Joseph Novak,51,20,122018.26,697,11512.81,Personal,5,0,0
Phillip Fields,23,3,58634.68,681,28375.98,Education,5,0,0
Tina West,49,3,89686.35,634,36472.63,Education,1,0,0
Pam Martinez,44,6,50826.36,403,13909.44,Car,2,1,0
John Cruz,34,2,41540.67,639,20056.04,Car,1,1,0
Lindsey Rivera,25,4,96419.34,449,11956.02,Personal,3,0,0
Ian Blackburn,47,15,118713.45,695,38703.32,Business,1,0,1
William Mcdonald,62,6,139248.38,412,46995.76,Education,0,1,0
Cheryl Hernandez,21,0,68498.73,736,47031.85,Personal,4,1,0
Heather Steele,38,4,111361.78,418,8617.18,Car,1,1,0
Cathy Buck,30,5,145329.55,614,32501.76,Business,3,1,0
Mrs. Cheryl Baker MD,56,26,94526.78,418,19584.34,Education,4,1,0
Andrew Roberts,21,1,66855.91,735,31155.23,Business,3,0,0
Nicholas Medina,40,8,135968.57,751,13229.87,Home,2,0,1
Anthony Miller,28,1,106409.96,671,37095.06,Personal,4,0,0
Melody Reynolds,35,5,60901.97,440,24028.48,Business,0,1,0
Alison Obrien,60,0,43154.98,433,42728.05,Education,0,0,0
Cheryl Hudson,56,2,51023.97,493,6608.61,Home,4,0,0
Michelle Horton DDS,43,19,103109.36,392,39292.81,Personal,2,1,0
Javier Carr,46,3,113880.86,485,23354.97,Car,3,1,0
Melinda Vega,52,16,113896.17,317,11432.38,Business,1,0,0
Jamie Bass,56,6,139997.01,433,28369.64,Car,1,1,0
Andre Nelson,56,14,91513.63,660,39027.04,Personal,4,1,0
Dr. Steven Jackson DDS,55,22,118414.99,302,24786.58,Education,2,0,0
Aaron Doyle,64,8,125043.13,375,27577.82,Personal,3,0,0
John Delgado,59,19,90857.87,386,9119.25,Car,2,1,0
Joseph Thompson,35,8,33675.44,845,11145.74,Business,2,1,0
Patricia Cardenas,22,1,21170.29,357,46000.28,Car,2,1,0
Daniel Perez,61,19,95668.95,628,7412.21,Home,5,0,0
Ronald Mullen,40,18,149081.23,606,9233.14,Home,4,0,0
Jeffrey Boyle,39,15,28337.95,658,49325.79,Car,2,1,0
Thomas Wagner,29,2,109093.69,657,34721.63,Education,2,0,0
Christopher Burke,37,17,59853.34,492,16597.58,Personal,4,0,0
Nicholas Sellers,61,8,149430.74,440,8651.22,Business,2,1,0
Robin Jennings,24,3,47103.67,569,35321.2,Business,0,1,0
Miss Alyssa Stark,42,14,35649.09,675,12812.4,Personal,5,0,0
Danielle Lee,28,2,81033.61,372,23397.42,Home,3,0,0
Michael Strickland,50,0,45153.44,506,13369.34,Car,3,0,0
Mark Campbell,45,12,127809.02,434,10378.41,Business,4,0,0
Dorothy Rodriguez,41,3,28961.88,354,12764.09,Business,5,0,0
Nancy Parker,24,4,59633.46,598,17013.35,Business,5,1,0
Lisa Lee,47,19,37346.75,585,36044.47,Personal,2,0,0
Laura Banks,23,2,114579.62,692,29148.62,Business,2,0,0
Christopher Jacobs,38,13,96872.79,795,13671.94,Business,3,0,0
Randy Greer,46,15,134684.78,357,46844.42,Education,5,1,0
Diana Nelson,24,2,116137.38,688,5868.81,Car,2,0,0
Ashley Hancock,63,15,141183.64,744,38704.87,Car,5,1,0
Laurie Jones,26,0,144848.4,340,10136.76,Home,2,0,0
Ann Andrews,28,7,83422.41,463,9819.46,Personal,3,1,0
Francisco Robbins DDS,57,30,147368.31,661,24465.08,Education,3,1,1
Christopher Hart,57,28,147604.07,351,21030.39,Business,3,0,0
Brandon Stafford,62,5,120816.62,844,40122.49,Education,1,1,1
Lauren Porter,30,10,26670.11,687,19062.98,Education,5,0,0
Patrick Johnson,60,4,34834.87,807,19926.36,Car,5,1,0
Robert Elliott,53,12,113928.15,764,45845.65,Car,4,1,0
Mrs. Miranda Miller,27,3,54670.2,477,34602.5,Personal,3,0,0
Morgan Roberts,26,2,80132.54,417,44945.21,Personal,4,1,0
Damon Kennedy,59,17,115646.56,571,48815.62,Personal,0,0,1
Marcus Thompson,30,7,51680.3,609,36237.23,Personal,0,0,0
Jonathon Love,26,3,65774.22,727,43888.85,Business,2,0,0
Gregory Wilson,64,31,85853.33,523,19152.36,Home,2,0,0
Victor Drake,38,13,72865.08,815,29054.73,Business,5,0,0
Shannon Bright,42,4,88177.85,832,33321.53,Business,1,0,1
Michelle Robertson,31,10,64925.79,578,47107.1,Education,4,1,0
Steven Johnson,55,7,33816.29,777,42538.64,Business,0,1,0
Leroy Rogers,35,5,97909.39,826,10605.58,Personal,5,1,0
Cathy Smith,45,16,34251.98,527,17057.35,Car,0,0,0
Karen Sharp,37,5,109282.17,614,25070.03,Personal,3,1,0
Ruth Garcia,36,16,81138.09,661,17243.54,Business,2,1,0
Michelle White,31,10,130228.11,775,24118.29,Business,0,0,1
Jessica Oconnor,27,1,21706.06,323,5761.61,Home,0,1,0
Patrick Lane,43,18,40106.22,509,49321.34,Home,0,0,0
Emma Taylor,60,24,142342.4,705,7195.04,Car,5,1,0
Kelly Baker,32,7,78191.58,500,33674.84,Home,0,0,0
Ashley Liu,58,15,92322.29,825,28950.14,Car,3,0,0
Stephanie Ryan,39,19,90667.05,548,42008.2,Business,3,0,0
Donald Vasquez,49,17,120418.23,321,47060.35,Education,0,1,0
Zachary Rogers,29,4,32977.78,642,28872.14,Personal,4,0,0
Michael Gutierrez,35,4,126716.65,702,5714.27,Education,4,1,0
Jason Ray,25,3,47224.82,459,46521.8,Personal,3,0,0
Scott Rice,56,30,132243.78,344,11834.71,Education,0,1,0
Michael Berry,45,12,84607.67,825,40772.21,Home,2,1,0
Kristin Hernandez,59,39,81472.73,428,41840.04,Business,4,0,0
Samantha Chung,22,0,31460.61,514,37788.86,Home,1,1,0
Logan Bates,21,1,80655.93,425,33557.42,Home,3,1,0
Antonio Johnson,65,22,126319.1,373,36906.36,Business,1,0,0
David Fisher,35,2,68844.79,474,38698.72,Education,1,0,0
Joseph Martinez,30,2,138631.77,689,20636.02,Car,1,0,1
Javier Hunt,38,0,147335.29,597,17453.99,Personal,1,1,0
Virginia Howard,64,21,38747.73,736,30340.99,Car,2,1,0
Jessica West,25,5,113903.68,779,25025.06,Home,3,1,0
Kirk Mccormick,24,4,98365.59,837,28463.93,Car,1,1,0
Christine Jackson,39,15,104637.46,531,33783.43,Car,2,1,0
Sara Hess,29,4,36176.13,518,35055.68,Car,0,0,0
Christopher Wang,32,1,64360.21,621,41174.82,Home,1,1,0
Nina White,34,0,36757.77,824,47437.15,Home,3,1,0
Bobby King,61,7,103523.79,553,33652.86,Personal,4,0,0
Corey Arnold,51,26,145963.97,755,6969.91,Business,1,1,1
Julie Hill,56,14,29805.61,579,35405.3,Education,2,1,0
Rebecca Barr,28,5,42911.56,494,28196.37,Education,5,1,0
Douglas Oliver,30,9,84599.27,420,40585.68,Personal,5,1,0
Thomas Wolfe,55,3,127597.12,810,33874.05,Car,2,0,1
Timothy Lopez,51,4,32095.86,721,7053.79,Business,1,0,0
Jacob Brown,44,1,86273.96,677,48894.03,Home,5,1,0
Tracy Key,42,7,58548.1,485,47802.84,Personal,2,1,0
Deborah Ponce,64,9,143920.08,504,14486.88,Personal,4,1,0
Rebecca Lewis,22,1,115000.01,490,27811.91,Home,1,1,0
Joshua Boyer,53,24,114945.86,301,20032.52,Home,4,0,0
Brandi Turner,57,26,119950.32,555,42535.44,Business,0,0,1
Karen Harris,43,19,63968.06,679,48756.83,Car,1,0,0
Beth Schultz DDS,48,16,89645.37,832,12587.73,Education,5,1,0
Karen Davis,63,27,106980.67,642,37452.86,Personal,0,1,0
Jared Duncan,48,11,126095.88,723,46569.1,Home,5,1,0
Shirley Ho,33,12,55632.12,373,37207.66,Car,4,1,0
Megan Hodges,48,14,110538.53,790,8197.27,Personal,2,0,1
Laura Nielsen,41,12,142411.47,839,9973.13,Personal,5,1,0
Laura Evans,47,27,66958.36,695,37929.51,Car,5,1,0
Jesus Bradley,29,7,88393.89,544,46068.67,Education,0,0,0
Sarah Underwood,61,15,101038.1,439,11470.68,Car,1,1,0
James Wright,34,11,97299.84,683,17391.08,Education,3,0,0
Thomas Wallace,38,0,57758.86,451,39598.79,Personal,1,0,0
Ann Vasquez,41,3,111104.23,566,24933.65,Car,1,1,0
Emily Bradley,29,4,76362.29,798,15947.5,Personal,5,1,0
Zachary Davis,23,3,56196.32,483,27798.99,Home,5,0,0
Melissa Lloyd,65,32,121432.31,738,20787.26,Car,3,1,0
Steve Anderson,46,17,124103.46,556,40506.26,Education,1,1,0
Rhonda Campbell,35,7,52776.87,517,20271.1,Business,2,1,0
Riley Hunt,34,12,91298.9,654,45750.62,Home,0,0,0
Lori Cooper,39,13,130314.68,351,27584.52,Home,0,1,0
